ID,Time,Timesince,Min Velocity,Max Velocity,State
0,31.93,0,0,0,0
2,56.93,25.0,0,0,0
4,107.43,50.5,0,0,0
16,113.55,6.12,0,0,0
144,130.55,17.0,0,0,0
9,131.55,1.0,0,0,0
