ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
8,41.77,0,07:11: 51,0,11,0
15,42.27,0.5,07:11: 51,0,44,0
5,106.78,64.51,07:11: 51,0,89,0
7,110.78,4.0,07:11: 51,0,79,0
4,111.15,0.37,07:12: 56,0,79,0
0,112.65,1.5,07:12: 56,0,54,0
5,112.78,0.13,07:13: 00,0,54,0
7,112.82,0.04,07:13: 00,0,54,0
4,114.65,1.83,07:13: 00,0,56,0
0,119.53,4.88,07:13: 00,0,94,0
6,119.9,0.37,07:13: 01,0,94,0
8,168.4,48.5,07:13: 02,0,41,0
5,232.28,63.88,07:13: 02,0,37,0
7,233.78,1.5,07:13: 02,0,28,0
4,235.4,1.62,07:13: 02,0,58,0
0,243.4,8.0,07:13: 03,0,39,0
6,243.78,0.38,07:13: 03,0,38,0
8,285.52,41.74,07:13: 08,0,48,0
11,286.65,1.13,07:13: 09,0,19,0
8,286.89,0.24,07:13: 09,0,19,0
5,350.77,63.88,07:13: 57,0,74,0
7,350.9,0.13,07:13: 57,0,74,0
0,351.03,0.13,07:15: 01,0,74,0
16,352.4,1.37,07:15: 01,0,47,0
7,352.53,0.13,07:15: 03,0,47,0
5,352.65,0.12,07:15: 03,0,47,0
0,353.4,0.75,07:15: 04,0,21,0
6,362.4,9.0,07:15: 04,0,65,0
4,362.78,0.38,07:15: 12,0,7,0
8,409.77,46.99,07:15: 13,0,47,0
5,472.9,63.13,07:15: 13,0,57,0
7,475.9,3.0,07:15: 54,0,5,0
16,475.94,0.04,07:15: 54,0,5,0
0,478.03,2.09,07:15: 55,0,80,0
