ID,Time,Timesince,ROS Time,Behave Val,Random No,State
0,52.41,0,17:23: 59,50,59,2
2,60.04,7.63,17:24: 06,50,61,2
4,60.54,0.5,17:24: 06,45,61,2
3,106.29,45.75,17:24: 07,50,70,1
