ID,Time,Timesince,ROS Time,beHave Val,State
2,11.78,0,15:17: 41,0,0
1,52.28,40.5,15:17: 41,0,0
16,60.9,8.62,15:18: 21,0,0
3,64.15,3.25,15:18: 21,0,0
5,71.4,7.25,15:18: 30,0,0
4,81.53,10.13,15:18: 30,0,0
9,100.78,19.25,15:18: 33,0,0
8,105.16,4.38,15:18: 33,0,0
13,120.03,14.87,15:18: 40,0,0
12,135.78,15.75,15:18: 40,0,0
0,136.28,0.5,15:18: 51,0,0
14,145.9,9.62,15:18: 51,0,0
15,164.28,18.38,15:19: 10,0,0
