ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,17.88,0,02:52: 23,45,31,1
4,46.5,28.62,02:52: 23,40,81,0
5,47.38,0.88,02:52: 51,40,41,0
15,50.88,3.5,02:52: 51,45,17,1
1,62.76,11.88,02:52: 52,45,22,1
0,110.63,47.87,02:52: 52,20,98,0
