ROS Time,Behaviour
19:01: 35,Pausing
19:01: 40,Pausing
19:02: 30,Spinning
19:02: 35,Spinning
19:02: 56,Pausing
19:03: 01,Pausing
19:04: 12,Pausing
19:04: 17,Pausing
19:06: 23,Spinning
19:06: 28,Spinning
19:06: 48,Pausing
19:06: 53,Pausing
19:07: 23,Spinning
19:07: 28,Spinning
