ID,Time,Timesince,Min Velocity,Max Velocity,State
0,8.93,0,0,0,0
3,63.17,54.24,0,0,0
5,67.8,4.63,0,0,0
4,76.92,9.12,0,0,0
8,117.17,40.25,0,0,0
255,120.92,3.75,0,0,0
9,121.54,0.62,0,0,0
253,126.42,4.88,0,0,0
144,129.17,2.75,0,0,0
14,187.67,58.5,0,0,0
10,191.54,3.87,0,0,0
12,192.3,0.76,0,0,0
