ID,Time,Timesince,Min Velocity,Max Velocity,State
2,23.97,0,0,0,0
5,50.72,26.75,0,0,0
4,62.47,11.75,0,0,0
9,84.1,21.63,0,0,0
13,106.09,21.99,0,0,0
0,123.97,17.88,0,0,0
14,124.09,0.12,0,0,0
208,128.09,4.0,0,0,0
176,137.59,9.5,0,0,0
12,137.97,0.38,0,0,0
