ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
14,42.29,0,08:26: 48,0,21,0
8,42.5,0.21,08:26: 48,5,21,0
7,106.51,64.01,08:26: 48,0,59,0
5,106.54,0.03,08:26: 48,0,59,0
4,106.76,0.22,08:27: 52,0,59,0
16,108.51,1.75,08:27: 52,0,25,0
5,109.01,0.5,08:27: 52,0,25,0
7,109.13,0.12,08:27: 52,0,25,0
0,109.76,0.63,08:27: 52,0,59,0
16,111.01,1.25,08:27: 52,0,3,0
4,118.75,7.74,08:27: 54,0,41,0
6,118.88,0.13,08:27: 54,0,41,0
4,119.38,0.5,08:27: 55,0,7,0
6,119.51,0.13,08:27: 55,0,7,0
8,167.5,47.99,08:27: 55,0,49,0
15,196.38,28.88,08:27: 55,0,52,0
5,232.26,35.88,08:27: 55,0,16,0
7,234.38,2.12,08:27: 57,0,12,0
5,234.63,0.25,08:27: 57,0,25,0
7,235.0,0.37,08:28: 04,0,25,0
0,235.88,0.88,08:28: 04,0,32,0
6,244.13,8.25,08:28: 05,0,57,0
4,244.26,0.13,08:28: 05,0,57,0
11,292.75,48.49,08:28: 05,0,36,0
8,293.0,0.25,08:28: 05,0,36,0
5,356.38,63.38,08:28: 05,0,43,0
7,356.88,0.5,08:28: 05,0,46,0
16,356.92,0.04,08:28: 53,0,46,0
0,359.51,2.59,08:28: 53,0,100,0
14,362.88,3.37,08:29: 22,0,4,0
5,362.92,0.04,08:29: 22,0,4,0
7,363.0,0.08,08:29: 58,0,4,0
6,367.38,4.38,08:29: 58,0,51,0
4,367.42,0.04,08:30: 00,0,51,0
8,409.12,41.7,08:30: 00,0,38,0
15,438.75,29.63,08:30: 00,0,28,0
5,474.76,36.01,08:30: 00,0,66,0
7,475.89,1.13,08:30: 01,0,17,0
0,480.38,4.49,08:30: 01,0,23,0
6,487.38,7.0,08:30: 02,0,39,0
4,487.42,0.04,08:30: 10,0,39,0
8,529.37,41.95,08:30: 10,0,45,0
2,530.25,0.88,08:30: 10,0,46,0
8,530.38,0.13,08:30: 10,0,46,0
11,530.5,0.12,08:30: 58,0,46,0
5,594.88,64.38,08:30: 58,0,27,0
7,595.76,0.88,08:30: 59,0,26,0
3,595.79,0.03,08:30: 59,0,26,0
5,596.13,0.34,08:32: 02,0,31,0
7,596.63,0.5,08:32: 02,0,31,0
12,599.63,3.0,08:32: 03,0,50,0
