ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
1,27.99,0,08:10: 35,0,53,0
4,43.61,15.62,08:10: 35,0,42,0
5,44.72,1.11,08:10: 51,0,21,0
0,46.49,1.77,08:10: 51,0,12,0
15,47.86,1.37,08:10: 52,0,86,0
2,78.99,31.13,08:10: 52,0,93,0
