ID,Time,Timesince,Min Velocity,Max Velocity,State
13,1.17,0,0,0,0
0,2.18,1.01,0,0,0
68,22.05,19.87,0,0,0
12,22.8,0.75,0,0,0
4,23.42,0.62,0,0,0
16,67.8,44.38,0,0,0
10,84.55,16.75,0,0,0
1,96.05,11.5,0,0,0
80,98.93,2.88,0,0,0
