ID,Time,Timesince,Min Velocity,Max Velocity,State
3,33.11,0,0,0,0
5,38.22,5.11,0,0,0
6,41.35,3.13,0,0,0
4,48.21,6.86,0,0,0
9,114.1,65.89,0,0,0
8,115.85,1.75,0,0,0
