ID,Time,Timesince,Min Velocity,Max Velocity,State
1,32.83,0,0,0,0
5,55.08,22.25,0,0,0
249,71.21,16.13,0,0,0
3,75.47,4.26,0,0,0
8,122.34,46.87,0,0,0
255,125.34,3.0,0,0,0
9,126.59,1.25,0,0,0
221,145.34,18.75,0,0,0
13,145.47,0.13,0,0,0
205,146.96,1.49,0,0,0
