ID,Time,Timesince,Min Velocity,Max Velocity,State
9,0.97,0,0,0,0
13,18.58,17.61,0,0,0
4,25.08,6.5,0,0,0
12,29.08,4.0,0,0,0
212,45.33,16.25,0,0,0
220,46.07,0.74,0,0,0
41,46.71,0.64,0,0,0
10,57.96,11.25,0,0,0
1,126.07,68.11,0,0,0
0,129.2,3.13,0,0,0
80,132.57,3.37,0,0,0
2,169.58,37.01,0,0,0
