ID,Time,Timesince,Min Velocity,Max Velocity,State
0,11.58,0,0,0,0
2,79.33,67.75,0,0,0
3,96.45,17.12,0,0,0
5,103.33,6.88,0,0,0
6,105.71,2.38,0,0,0
249,119.46,13.75,0,0,0
8,141.33,21.87,0,0,0
255,145.96,4.63,0,0,0
9,146.47,0.51,0,0,0
13,165.95,19.48,0,0,0
141,167.21,1.26,0,0,0
4,175.46,8.25,0,0,0
