ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
8,43.98,0,08:50: 29,15,70,0
15,72.97,28.99,08:50: 29,0,22,0
5,110.98,38.01,08:50: 58,0,17,0
7,111.1,0.12,08:50: 58,0,17,0
3,111.47,0.37,08:51: 36,5,95,0
4,111.85,0.38,08:51: 36,10,95,0
5,111.89,0.04,08:51: 36,15,95,0
4,112.22,0.33,08:51: 36,20,95,0
3,112.47,0.25,08:51: 36,25,42,0
7,112.98,0.51,08:51: 36,30,42,0
6,126.73,13.75,08:51: 36,25,97,0
0,127.1,0.37,08:51: 36,25,97,0
6,127.23,0.13,08:51: 37,25,97,0
4,127.6,0.37,08:51: 37,30,90,0
8,184.1,56.5,08:51: 37,0,16,0
5,254.48,70.38,08:51: 37,0,37,0
7,254.61,0.13,08:51: 37,0,27,0
16,255.23,0.62,08:51: 37,5,27,0
5,255.35,0.12,08:51: 38,10,27,0
7,256.98,1.63,08:51: 38,15,62,0
3,257.35,0.37,08:51: 51,20,62,1
4,265.6,8.25,08:51: 51,20,15,0
6,268.48,2.88,08:51: 52,15,82,0
0,271.73,3.25,08:51: 52,15,86,0
6,271.85,0.12,08:51: 52,15,86,0
5,280.35,8.5,08:51: 52,15,97,0
7,280.6,0.25,08:51: 52,15,42,0
4,297.23,16.63,08:52: 49,10,99,0
15,338.34,41.11,08:52: 49,0,19,0
8,338.6,0.26,08:53: 59,0,19,0
11,338.85,0.25,08:53: 59,5,26,0
8,339.22,0.37,08:53: 59,10,26,0
0,352.85,13.63,08:53: 59,5,74,0
5,419.85,67.0,08:54: 00,0,18,0
7,420.35,0.5,08:54: 00,0,18,0
4,421.35,1.0,08:54: 00,5,19,0
5,421.39,0.04,08:54: 00,10,19,0
7,421.48,0.09,08:54: 02,15,19,0
6,425.47,3.99,08:54: 02,20,25,0
4,425.97,0.5,08:54: 02,20,25,0
0,445.35,19.38,08:54: 02,10,23,0
8,488.72,43.37,08:54: 10,0,7,0
5,560.35,71.63,08:54: 10,0,13,0
16,562.73,2.38,08:54: 13,0,15,0
4,562.97,0.24,08:54: 13,0,15,0
7,564.73,1.76,08:54: 16,5,15,0
6,577.35,12.62,08:54: 16,0,80,0
8,632.34,54.99,08:54: 16,0,6,0
