ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
3,19.96,0,08:49: 59,35,5,1
0,29.83,9.87,08:49: 59,35,64,0
2,46.71,16.88,08:50: 08,20,70,0
6,219.96,173.25,08:50: 25,0,93,0
1,220.21,0.25,08:50: 25,0,93,0
7,496.7,276.49,08:53: 19,0,87,0
