ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
4,16.09,0,22:40: 32,40,80,0
5,17.09,1.0,22:40: 32,45,30,1
0,17.22,0.13,22:40: 33,50,59,1
16,29.84,12.62,22:40: 33,40,24,0
6,62.1,32.26,22:40: 33,15,68,0
8,63.22,1.12,22:40: 46,15,68,0
6,63.47,0.25,22:40: 46,20,50,0
8,63.59,0.12,22:41: 18,25,50,0
9,84.09,20.5,22:41: 18,15,89,0
3,88.47,4.38,22:41: 19,10,65,0
7,95.47,7.0,22:41: 19,10,57,0
0,95.84,0.37,22:41: 19,10,57,0
12,96.21,0.37,22:41: 19,10,57,0
7,96.72,0.51,22:41: 19,15,49,0
17,104.34,7.62,22:41: 19,15,87,0
15,115.46,11.12,22:41: 40,5,99,0
10,144.59,29.13,22:41: 40,0,48,0
1,161.72,17.13,22:41: 44,0,13,0
16,163.46,1.74,22:41: 44,0,86,0
1,163.71,0.25,22:41: 51,5,86,0
8,163.96,0.25,22:41: 51,10,86,0
12,165.21,1.25,22:41: 52,15,66,0
4,218.21,53.0,22:41: 52,0,4,0
5,219.22,1.01,22:41: 52,0,24,0
4,219.34,0.12,22:41: 53,5,24,0
5,219.37,0.03,22:41: 53,10,24,0
0,221.97,2.6,22:42: 00,15,69,0
16,230.97,9.0,22:42: 00,5,29,0
6,266.59,35.62,22:42: 11,0,96,0
8,267.59,1.0,22:42: 11,0,37,0
6,267.63,0.04,22:42: 40,5,15,0
8,267.72,0.09,22:42: 40,10,15,0
12,283.47,15.75,22:42: 58,5,20,0
7,283.59,0.12,22:42: 58,5,20,0
14,293.97,10.38,22:42: 59,5,27,0
17,332.34,38.37,22:42: 59,0,84,0
