ROS Time,Behaviour
09:08: 07,Pausing
09:08: 12,Pausing
09:08: 24,Spinning
09:08: 29,Spinning
09:08: 42,Pausing
09:08: 47,Pausing
09:10: 47,Pausing
09:10: 52,Pausing
09:11: 57,Spinning
09:12: 02,Spinning
09:12: 45,Pausing
09:12: 50,Pausing
