ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
4,40.35,0,06:49: 47,50,47,1
5,41.35,1.0,06:49: 47,55,33,1
0,43.1,1.75,06:49: 48,60,60,0
16,46.98,3.88,06:49: 48,60,84,1
2,81.85,34.87,06:49: 50,65,28,0
1,347.48,265.63,06:49: 54,65,93,1
4,376.72,29.24,06:49: 54,65,13,1
7,379.1,2.38,06:50: 28,70,5,1
15,389.72,10.62,06:50: 28,75,38,1
5,390.35,0.63,06:54: 54,80,63,1
1,404.85,14.5,06:54: 54,85,53,1
0,487.85,83.0,06:55: 23,90,58,1
