ROS Time,Behaviour
01:05: 04,Spinning
01:05: 09,Spinning
01:05: 25,Pausing
01:05: 30,Pausing
01:06: 12,Pausing
01:06: 17,Pausing
01:07: 45,Spinning
01:07: 50,Spinning
01:11: 07,Spinning
01:11: 12,Spinning
