ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
8,41.57,0,06:00: 29,50,45,1
15,71.32,29.75,06:00: 29,55,31,1
5,114.08,42.76,06:00: 59,60,65,0
7,118.32,4.24,06:00: 59,65,81,0
0,120.71,2.39,06:01: 42,70,34,1
6,180.82,60.11,06:01: 42,70,56,1
8,180.95,0.13,06:01: 46,75,56,1
14,181.45,0.5,06:01: 46,80,56,1
0,191.7,10.25,06:01: 48,85,98,1
15,206.95,15.25,06:02: 48,85,82,1
6,211.57,4.62,06:02: 48,90,18,1
7,266.83,55.26,06:02: 48,95,20,1
5,267.08,0.25,06:02: 48,100,20,1
16,270.46,3.38,06:02: 49,100,31,1
7,273.08,2.62,06:02: 49,100,48,1
0,275.95,2.87,06:02: 59,100,61,1
6,285.08,9.13,06:03: 14,100,0,1
4,285.12,0.04,06:03: 14,100,0,1
6,285.2,0.08,06:03: 19,100,0,1
0,285.33,0.13,06:03: 19,100,0,1
5,292.2,6.87,06:04: 14,100,26,1
7,292.57,0.37,06:04: 14,100,26,1
8,341.45,48.88,06:04: 15,100,12,1
4,428.58,87.13,06:04: 15,100,91,1
6,428.83,0.25,06:04: 18,100,91,1
4,428.95,0.12,06:04: 18,100,97,1
5,435.95,7.0,06:04: 21,100,73,1
7,436.32,0.37,06:04: 21,100,73,1
8,484.2,47.88,06:04: 23,100,81,1
1,489.08,4.88,06:04: 33,100,60,1
8,489.2,0.12,06:04: 33,100,60,1
0,499.2,10.0,06:04: 33,100,56,1
15,501.32,2.12,06:04: 33,100,57,1
5,587.58,86.26,06:04: 33,100,89,1
7,588.7,1.12,06:04: 33,100,50,1
