ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
4,59.75,0,00:16: 05,25,21,1
5,60.38,0.63,00:16: 05,30,92,0
7,111.76,51.38,00:16: 06,10,28,0
6,111.89,0.13,00:16: 06,10,28,0
0,112.52,0.63,00:16: 57,15,75,0
3,138.63,26.11,00:16: 57,5,39,0
1,139.13,0.5,00:16: 57,5,39,0
2,139.63,0.5,00:16: 57,10,39,0
0,139.88,0.25,00:16: 58,15,39,0
3,140.01,0.13,00:17: 24,15,39,0
4,274.63,134.62,00:17: 24,0,2,0
5,275.13,0.5,00:17: 24,0,2,0
4,275.26,0.13,00:17: 24,5,2,0
5,275.3,0.04,00:17: 25,10,2,0
6,324.63,49.33,00:17: 25,0,47,0
7,325.76,1.13,00:17: 25,0,3,0
0,326.01,0.25,00:17: 25,5,3,0
2,342.39,16.38,00:17: 25,0,89,0
