ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
5,18.35,0,01:04: 30,45,74,0
8,46.72,28.37,01:04: 30,40,25,1
7,120.48,73.76,01:04: 59,0,45,0
16,120.85,0.37,01:04: 59,0,45,0
15,121.23,0.38,01:06: 12,5,45,0
6,143.6,22.37,01:06: 12,0,24,0
4,144.48,0.88,01:06: 13,0,90,0
6,144.73,0.25,01:06: 13,5,90,0
8,195.35,50.62,01:06: 13,0,26,0
15,222.23,26.88,01:06: 13,0,56,0
7,257.98,35.75,01:06: 36,0,99,0
5,258.35,0.37,01:06: 36,0,99,0
4,258.61,0.26,01:06: 36,5,33,0
5,258.65,0.04,01:06: 36,10,33,0
7,258.73,0.08,01:06: 37,15,33,0
6,279.35,20.62,01:06: 37,10,64,0
0,280.24,0.89,01:07: 27,10,72,0
14,333.85,53.61,01:07: 27,0,68,0
8,334.1,0.25,01:07: 54,0,68,0
5,412.6,78.5,01:07: 54,0,49,0
0,412.73,0.13,01:08: 30,0,49,0
7,412.85,0.12,01:08: 30,0,84,0
6,471.97,59.12,01:08: 30,0,67,0
3,536.23,64.26,01:08: 30,0,42,0
