ID,Time,Timesince,ROS Time,Behave Val,Random No,State
4,27.58,0,16:54: 40,50,59,2
16,32.71,5.13,16:54: 40,55,32,1
3,41.7,8.99,16:54: 45,60,79,2
5,45.46,3.76,16:54: 45,55,80,2
9,68.34,22.88,16:54: 54,60,8,1
8,76.71,8.37,16:54: 54,55,46,1
13,101.96,25.25,16:54: 57,50,93,2
12,119.71,17.75,16:54: 57,45,36,1
17,143.58,23.87,16:55: 20,40,12,1
15,171.33,27.75,16:55: 20,35,33,1
10,202.46,31.13,16:55: 29,30,5,1
1,224.46,22.0,16:55: 29,25,55,2
0,224.71,0.25,16:55: 54,20,55,1
