ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
16,3.85,0,21:03: 07,50,60,0
4,17.22,13.37,21:03: 07,45,83,0
5,18.22,1.0,21:03: 21,45,83,0
14,30.6,12.38,21:03: 21,40,69,0
6,80.6,50.0,21:03: 22,0,22,0
8,82.35,1.75,21:03: 22,0,45,0
6,82.43,0.08,21:03: 34,5,45,0
8,82.6,0.17,21:03: 34,10,45,0
12,99.6,17.0,21:04: 24,5,51,0
7,99.73,0.13,21:04: 24,5,51,0
14,112.85,13.12,21:04: 26,0,33,0
15,145.09,32.24,21:04: 26,0,70,0
17,152.47,7.38,21:04: 26,0,33,0
10,162.23,9.76,21:04: 26,0,48,0
2,178.22,15.99,21:04: 26,0,100,0
16,178.47,0.25,21:04: 26,0,100,0
1,178.6,0.13,21:04: 43,5,87,0
4,233.72,55.12,21:04: 43,0,59,0
4,234.1,0.38,21:04: 43,0,59,0
5,234.35,0.25,21:04: 43,5,59,0
0,235.1,0.75,21:04: 56,10,98,0
8,268.48,33.38,21:04: 56,0,60,0
6,283.23,14.75,21:05: 29,0,93,0
3,284.35,1.12,21:05: 29,0,65,0
6,284.47,0.12,21:05: 36,5,65,0
8,284.85,0.38,21:05: 36,10,20,0
0,285.97,1.12,21:05: 46,15,7,0
9,299.1,13.13,21:05: 46,5,61,0
12,312.22,13.12,21:06: 02,0,70,0
7,312.85,0.63,21:06: 02,0,36,0
12,312.97,0.12,21:06: 02,5,36,0
7,313.35,0.38,21:06: 02,10,36,0
15,320.47,7.12,21:06: 02,10,30,0
10,376.72,56.25,21:06: 02,0,8,0
1,394.47,17.75,21:06: 57,0,70,0
16,396.6,2.13,21:06: 57,0,15,0
