ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
2,8.06,0,16:02: 50,50,21,2
16,17.81,9.75,16:02: 50,55,49,2
4,33.44,15.63,16:03: 00,55,94,1
5,33.68,0.24,16:03: 00,55,94,1
6,88.82,55.14,16:03: 15,60,49,2
8,89.69,0.87,16:03: 15,60,9,2
6,89.74,0.05,16:03: 16,65,9,2
8,89.94,0.2,16:03: 16,70,9,2
9,99.44,9.5,16:04: 11,75,6,2
0,109.94,10.5,16:04: 11,75,57,2
11,111.31,1.37,16:04: 12,75,27,2
7,129.19,17.88,16:04: 12,80,79,2
12,129.32,0.13,16:04: 12,80,79,2
0,129.56,0.24,16:04: 12,85,19,2
4,130.69,1.13,16:04: 12,85,12,2
17,137.44,6.75,16:04: 12,90,77,2
7,137.69,0.25,16:04: 21,90,77,2
15,147.68,9.99,16:04: 21,95,43,2
15,149.31,1.63,16:04: 32,95,92,2
0,179.56,30.25,16:04: 33,100,13,2
10,180.94,1.38,16:04: 33,100,2,2
1,195.18,14.24,16:04: 51,100,83,2
2,227.19,32.01,16:04: 51,100,48,2
4,249.56,22.37,16:04: 51,100,5,2
5,250.06,0.5,16:04: 51,100,26,2
4,250.19,0.13,16:04: 51,100,26,2
8,298.94,48.75,16:04: 53,100,19,2
6,298.98,0.04,16:04: 53,100,19,2
7,315.32,16.34,16:04: 59,100,16,2
12,315.94,0.62,16:04: 59,100,52,2
7,315.98,0.04,16:05: 00,100,52,2
4,316.06,0.08,16:05: 00,100,52,2
12,316.19,0.13,16:05: 09,100,52,2
15,338.06,21.87,16:05: 10,100,62,2
17,360.81,22.75,16:05: 11,100,23,2
10,367.69,6.88,16:05: 11,100,65,2
0,368.44,0.75,16:05: 41,100,19,2
4,368.56,0.12,16:05: 43,100,19,2
10,368.82,0.26,16:05: 43,100,45,2
1,379.19,10.37,16:05: 57,100,1,2
2,411.44,32.25,16:05: 57,100,7,2
5,433.56,22.12,16:06: 29,100,46,2
4,433.69,0.13,16:06: 29,100,46,2
5,433.74,0.05,16:06: 51,100,46,2
8,481.69,47.95,16:06: 51,100,58,2
6,482.19,0.5,16:06: 52,100,22,2
