ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
16,23.37,0,20:09: 29,35,99,2
4,35.87,12.5,20:09: 29,30,32,2
5,37.62,1.75,20:09: 42,30,31,2
0,40.49,2.87,20:09: 42,35,9,2
6,90.12,49.63,20:09: 44,0,91,2
8,90.5,0.38,20:09: 44,0,29,2
6,90.57,0.07,20:09: 47,5,29,2
8,91.0,0.43,20:10: 36,10,29,2
7,115.37,24.37,20:10: 36,0,78,2
14,115.75,0.38,20:10: 37,0,70,2
12,116.12,0.37,20:10: 37,5,70,2
15,140.37,24.25,20:10: 37,0,72,2
10,170.49,30.12,20:10: 37,0,12,2
4,171.38,0.89,20:10: 37,0,12,2
1,186.24,14.86,20:10: 37,0,52,2
6,187.62,1.38,20:11: 01,0,90,2
8,187.99,0.37,20:11: 01,5,90,2
16,228.12,40.13,20:11: 02,0,45,2
4,241.62,13.5,20:11: 02,0,30,2
5,242.12,0.5,20:11: 02,0,30,2
6,291.0,48.88,20:11: 02,0,38,2
8,292.12,1.12,20:11: 26,0,95,2
12,307.62,15.5,20:11: 26,0,67,2
7,308.37,0.75,20:11: 57,0,94,2
