ID,Time,Timesince,ROS Time,Activity Level,Random No,Activity Mode
8,41.81,0,06:20: 38,50,49,1
15,42.69,0.88,06:20: 38,55,6,1
0,53.94,11.25,06:20: 39,60,18,1
4,141.19,87.25,06:20: 39,60,28,1
5,155.94,14.75,06:20: 51,65,7,1
7,156.06,0.12,06:22: 18,70,7,1
5,156.09,0.03,06:22: 18,75,7,1
7,156.19,0.1,06:22: 33,80,7,1
0,158.56,2.37,06:22: 33,85,29,1
16,158.82,0.26,06:22: 33,85,29,1
4,158.95,0.13,06:22: 33,90,29,1
6,169.44,10.49,06:22: 33,95,30,1
4,169.48,0.04,06:22: 33,100,30,1
6,169.57,0.09,06:22: 33,100,30,1
0,175.07,5.5,06:22: 33,100,94,1
15,256.94,81.87,06:22: 35,100,79,1
5,291.44,34.5,06:22: 35,100,50,1
7,291.94,0.5,06:22: 35,100,39,1
5,292.82,0.88,06:22: 36,100,81,1
7,293.07,0.25,06:22: 36,100,81,1
4,293.57,0.5,06:22: 46,100,81,1
8,352.94,59.37,06:22: 46,100,57,1
15,354.31,1.37,06:22: 46,100,83,1
0,420.94,66.63,06:22: 46,100,92,1
6,433.44,12.5,06:22: 46,100,60,1
4,433.82,0.38,06:22: 46,100,60,1
5,448.57,14.75,06:22: 52,100,68,1
7,463.44,14.87,06:24: 14,100,52,1
16,590.94,127.5,06:24: 14,100,25,1
3,748.2,157.26,06:24: 48,95,22,1
