ID,Time,Timesince,Min Velocity,Max Velocity
15,3.85,0,0,0
153,4.1,0.25,0,0
240,4.47,0.37,0,0
102,5.73,1.26,0,0
16,16.35,10.62,0,0
10,44.49,28.14,0,0
106,45.73,1.24,0,0
12,49.23,3.5,0,0
1,72.85,23.62,0,0
4,73.36,0.51,0,0
6,74.35,0.99,0,0
