ID,Time,Timesince,Min Velocity,Max Velocity
0,66.68,0,0,0
2,174.43,107.75,0,0
3,191.18,16.75,0,0
5,197.68,6.5,0,0
6,199.93,2.25,0,0
96,235.18,35.25,0,0
8,235.43,0.25,0,0
9,238.8,3.37,0,0
255,241.69,2.89,0,0
13,268.93,27.24,0,0
29,270.8,1.87,0,0
14,288.05,17.25,0,0
12,291.18,3.13,0,0
240,323.17,31.99,0,0
16,327.05,3.88,0,0
10,343.43,16.38,0,0
1,352.55,9.12,0,0
4,354.8,2.25,0,0
80,359.67,4.87,0,0
