ROS Time,Behaviour
00:45: 31,Spinning
00:45: 36,Spinning
00:45: 45,Spinning
00:45: 50,Spinning
00:45: 57,Pausing
00:46: 02,Pausing
00:50: 31,Pausing
00:50: 36,Pausing
